factor,current_points,n_triggered,n_not_triggered,mean_return_triggered_pct,mean_return_not_triggered_pct,mean_difference_pct,t_stat,p_value,permutation_p_value,permutation_p_value_bh,significant_at_1pct,significant_at_1pct_bh,directionally_consistent,mean_ic,ic_ir,n_ic_buckets,multivariate_coef_pct,multivariate_p_value
trend_down,-3,32,76,0.264,0.909,-0.646,-0.547,0.58638,0.61848,0.61848,False,False,True,-0.0602,-1.155,3,0.0435,0.97551
stage4,-3,47,61,0.076,1.212,-1.136,-1.012,0.3139,0.33193,0.61848,False,False,True,-0.0972,-0.487,3,-2.3578,0.08389
