candidate,n_trades,win_rate,expectancy_pct,profit_factor,max_drawdown_pct,avg_mae_pct,avg_mfe_pct,net_return_pct
actual,1568,0.4075255102040816,0.0013877581575330693,1.063639855228229,-0.9314285577108586,-0.03435750461256891,0.0474990437353549,0.0013877581575330643
actual_lock1.75,1568,0.4075255102040816,0.0013877581575330693,1.063639855228229,-0.9314285577108586,-0.03435750461256891,0.0474990437353549,0.0013877581575330643
actual_lock2.25,1568,0.4075255102040816,0.0013877581575330693,1.063639855228229,-0.9314285577108586,-0.03435750461256891,0.0474990437353549,0.0013877581575330643
regimen-0.5,1568,0.38903061224489793,0.0007942111834890117,1.0403573337041505,-0.927518238682636,-0.031093263430154124,0.04471689304413174,0.0007942111834890178
regimen+0.5,1568,0.43558673469387754,0.0023341488871632884,1.1017346103315853,-0.8926235489739986,-0.036635665223823104,0.04890791773822348,0.0023341488871632893
